lng,lat,type,line,name
2.167017615,41.38592869,FGC,"L6,L7",CATALUNYA (C. de Balmes)
2.167648527,41.38610474,FGC,"L6,L7",CATALUNYA (C. de Bergara)
2.169505607,41.38571653,FGC,"L6,L7",CATALUNYA
2.169600391,41.38585188,FGC,"L6,L7",CATALUNYA (C. de Pelai)
2.137175723,41.41023638,FGC,L7,AVINGUDA DEL TIBIDABO
2.139250581,41.40573996,FGC,L7,EL PUTXET
2.13925911,41.40605283,FGC,L7,EL PUTXET
2.139532084,41.40545104,FGC,L7,EL PUTXET
2.14261967,41.4036052,FGC,L7,PADUA
2.142963912,41.40344892,FGC,L7,PADUA
2.143267332,41.40314245,FGC,L7,PADUA
2.147575544,41.40141289,FGC,L7,PLAÇA MOLINA
2.034691634,41.35772009,FGC,L8,MOLÍ NOU CIUTAT COOPERATIVA
2.043261796,41.34815455,FGC,L8,SANT BOI
2.068430099,41.35185495,FGC,L8,CORNELLÀ:RIERA
2.08674829,41.35301999,FGC,L8,ALMEDA
2.103424439,41.35780313,FGC,L8,L'HOSPITALET:AV. CARRILET
2.111682815,41.36128044,FGC,L8,SANT JOSEP
2.117533257,41.3553694,FGC,L8,GORNAL
2.125371226,41.35701441,FGC,L8,EUROPA / FIRA
2.13046533,41.36140021,FGC,L8,ILDEFONS CERDÀ
2.131682199,41.36097112,FGC,L8,ILDEFONS CERDÀ
2.139360338,41.36823728,FGC,L8,MAGÒRIA LA CAMPANA
2.148630735,41.37455641,FGC,L8,ESPANYA
2.198552832,41.4572627,METRO,L9,CAN ZAM
2.205782845,41.45937553,METRO,L9,SINGUERLÍN
2.210133119,41.44425516,METRO,L9,CAN PEIXAUET
2.212415214,41.45451214,METRO,L9,ESGLÉSIA MAJOR
2.215910831,41.44669334,METRO,L9,SANTA ROSA
2.186244867,41.42096946,METRO,"L9, L10",LA SAGRERA
2.19313514,41.42975784,METRO,"L9, L10",ONZE DE SETEMBRE
2.204796554,41.43607404,METRO,"L9, L10",BON PASTOR
2.205214396,41.43618267,METRO,"L9, L10",BON PASTOR
